name,state,city,county,contact info
Arc – Eastern Shore,Virginia,Exmore,Northampton,"Arc – Eastern Shore
PO Box 626
Exmore, VA 23350-0626
arc.esva@verizon.net
(757) 442-3933"
Arc – Smyth County,Virginia,Marion,Smyth,"Arc – Smyth County
PO Box 1495
Marion, VA 24354-1495
arc-smythcounty@smyth.net
(276) 783-6801"
Arc of Lenowisco,Virginia,Big Stone Gap,Wise,"Arc of Lenowisco
2532 4th Avenue East
c/o Julia F. Lewis
Big Stone Gap, VA 24219
jflewis@frontierhealth.org
(276) 431-4159"
Autism Society of Central Virginia,Virginia,Richmond,Henrico,By Website
Autism Speaks of Virginia,Virginia,Virginia,N/A,By Website
Easter Seals of Virginia,Virginia,Virginia,N/A,By Website
"ENDependence Center of Northern Virginia, Inc. (ECNV)",Virginia,Virginia,N/A,By Website
Hanover Arc,Virginia,Ashland,Hanover,"Hanover Arc
PO Box 91
Ashland, VA 23005-0091
info@hanoverarc.org
(804) 798-2400"
The Arc for the New River Valley,Virginia,Blacksburg,Montgomery,"The Arc for the New River Valley
PO Box 11204
Blacksburg, VA 24062-1204
microboardsnrv@communityopportunities.org
(540) 558-9510"
The Arc of Augusta,Virginia,Waynesboro,Waynesboro City,"The Arc of Augusta
1025 Fairfax Ave
Waynesboro, VA 22980-6026
Arc102@ntelos.net
(540) 943-1618"
The Arc of Central Virginia,Virginia,Lynchburg,Lynchburg City,"The Arc of Central Virginia
1508 Bedford Ave.
Lynchburg, VA 24504
info@arcofcva.org
(434) 845-4071"
The Arc of Greater Prince William/INSIGHT,Virginia,Woodbridge,Prince William,"The Arc of Greater Prince William/INSIGHT
13505 Hillendale Dr
Woodbridge, VA 22193-4716
info@arcgpw.org
(703) 670-4800"
The Arc of Greater Williamsburg,Virginia,Williamsburg,James City,"The Arc of Greater Williamsburg
202 Packets Ct Ste D
Williamsburg, VA 23185-5862
director@thearcgw.org
(757) 229-3535"
The Arc of Harrisonburg and Rockingham,Virginia,Harrisonburg,Rockingham,"The Arc of Harrisonburg and Rockingham
620 Simms Ave
Harrisonburg, VA 22802-4813
arc@hrarc.org
(540) 437-9214"
The Arc of Loudoun,Virginia,Leesburg,Loudoun,"The Arc of Loudoun
601 Catoctin Cir NE
Leesburg, VA 20176-4964
jlassiter@paxtoncampus.org
(703) 777-1939"
The Arc of North Central Virginia,Virginia,Bealeton,Fauquier,"The Arc of North Central Virginia
PO Box 852
Bealeton, VA 22712-0852
information@arcofnorthcentralva.org
(540) 905-2158"
The Arc of Northern Shenandoah Valley,Virginia,Winchester,Frederick,"The Arc of Northern Shenandoah Valley
119 Youth Development Ct
Winchester, VA 22602-2430
arcnsv@thearcofnsv.net
(540) 665-0461"
The Arc of Northern Virginia,Virginia,Falls Church,Falls Church City,"The Arc of Northern Virginia
98 N Washington St
Falls Church, VA 22046-4514
beadnell@thearcofnova.org
(703) 532-3214"
The Arc of Rockbridge,Virginia,Lexington,Lexington City,"The Arc of Rockbridge
PO Box 657
Lexington, VA 24450-0657
thearcofrockbridge@yahoo.com
(540) 348-5510"
The Arc of South Hampton Roads,Virginia,Virginia Beach,Virginia Beach City,"The Arc of South Hampton Roads
412 Investor's Place, Suite 102
Virginia Beach, VA 23452
info@thearcofshr.org"
The Arc of Southern Virginia,Virginia,Halifax,Halifax,"The Arc of Southern Virginia
PO Box 252
Halifax, VA 24558-0252
thearcofsova@gmail.com
(434) 222-8931"
The Arc of Southside,Virginia,Blairs,Pittsylvania,"The Arc of Southside
7180 US Highway North 29
Blairs, VA 24527
Director@thearcofsouthside.org
(434) 836-3272"
The Arc of the Piedmont,Virginia,Charlottesville,Charlottesville City,"The Arc of the Piedmont
509 Park St
Charlottesville, VA 22902-4739
bhitt@thearcofthepiedmont.org
(434) 977-4002 Ext 12"
The Arc of the Roanoke Valley,Virginia,Roanoke,Roanoke City,"The Arc of the Roanoke Valley
PO Box 13382
Roanoke, VA 24033-3382
arcgrv@yahoo.com
(540) 520-1880"
The Arc of the Virginia Peninsula,Virginia,Hampton,Hampton City,"The Arc of the Virginia Peninsula
2520 58th St
Hampton, VA 23661-1228
info@arcvap.org
(757) 896-6461"
The Arc of Virginia,Virginia,Richmond,Richmond City,804-659-8481 ext 101
The Arc of Warren County,Virginia,Front Royal,Warren,"The Arc of Warren County
PO Box 1473
Front Royal, VA 22630-0031
ashaner@embarqmail.com
(540) 635-2171"
The Arc South of the James,Virginia,Colonial Heights,Colonial Heights City,"The Arc South of the James
PO Box 81
Colonial Heights, VA 23834-0081
thearcsoj@gmail.com
(804) 446-1705"
The Greater Richmond ARC,Virginia,Richmond,Henrico,"The Greater Richmond ARC
1901 Westwood Ave
Richmond, VA 23227-4347
Info@RichmondARC.org
(804) 358-1874"
AdultASD.org,Washington,Seattle,King,By Website
Autism Guidebook for Washington State,Washington,Washington,N/A,By Website
Autism Resources – Washington State Dept. Of Health,Washington,Olympia,Thurston,By Website
Autism Society of Washington,Washington,East Olympia,Thurston,888-279-4968
Easter Seals of Washington,Washington,Seattle,King,By Website
Lake Washington School District Transition Academy,Washington,Redmond,King,"Lake Washington School District Transition Academy
16315 N.E. 87th St
Suite B-1
Redmond, WA 98052
425 861-3452"
Northwest Autism Foundation,Washington,Washington,N/A,By Website
The Arc of Grays Harbor,Washington,Aberdeen,Grays Harbor,"The Arc of Grays Harbor
PO Box 1794
Aberdeen, WA 98520-0293
thearc@arcgh.org
(360) 537-7000"
The Arc of Island and Skagit,Washington,Mount Vernon,Skagit,"The Arc of Island and Skagit
1500 E. College Way, Ste A, PMB 374
Mount Vernon, WA 98273-5637
office@arcislandskagit.org
(304) 584-3272"
The Arc of King County,Washington,Seattle,King,"The Arc of King County
233 6th Ave N
Seattle, WA 98109-5005
bbryson@arcokingcounty.org
(206) 829-7014"
The Arc of Kitsap & Jefferson Counties,Washington,Bremerton,Kitsap,"The Arc of Kitsap & Jefferson Counties
3243 Perry Ave
Bremerton, WA 98310-5364
(360) 377-3473"
The Arc of Snohomish County,Washington,Everett,Snohomish,"The Arc of Snohomish County
2500 Hewitt Ave Ste 300
Everett, WA 98201-3789
shayne@arcsno.org
(425) 258-2459 Ext 104"
The Arc of Southwest Washington,Washington,Vancouver,Clark,"The Arc of Southwest Washington
PO Box 2608
Vancouver, WA 98668-2608
lizt@arcswwa.org
(360) 254-1562 Ext 100"
The Arc of Spokane,Washington,Spokane,Spokane,"The Arc of Spokane
320 E 2nd Ave
Spokane, WA 99202-1402
gfalk@arc-spokane.org
(509) 328-6326"
The Arc of Tri-Cities,Washington,Richland,Benton,"The Arc of Tri-Cities
1455 Fowler St
Richland, WA 99352-4717
jolynna@arcoftricities.com
(509) 783-1131"
The Arc of Washington State,Washington,Olympia,Thurston,888-754-8798
The Arc of Whatcom County,Washington,Bellingham,Whatcom,"The Arc of Whatcom County
2602 McLeod Rd
Bellingham, WA 98225-1368
admin@arcwhatcom.org
(360) 715-0170"
The Arc of Yakima County,Washington,Yakima,Yakima,"The Arc of Yakima County
PO Box 10415
Yakima, WA 98909-1415
arcofyakimacounty@gmail.com
(509) 453-4756"
The Washington State Fathers Network (WSFN),Washington,Washington,N/A,By Website
Autism Society of West Virginia,West Virginia,Huntington,Cabell,304-544-4730
Autism Speaks of West Virginia,West Virginia,West Virginia,N/A,By Website
Easter Seals of West Virginia,West Virginia,Wheeling,Ohio,800-677-1390
The Arc of Harrison County,West Virginia,Clarksburg,Harrison,"The Arc of Harrison County
PO Box 764
Clarksburg, WV 26302-0764
dkelly@citynet.net
(304) 624-3641"
The Arc of Ohio County,West Virginia,Wheeling,Ohio,"The Arc of Ohio County
439 Warwood Ave
Wheeling, WV 26003-6839
jbdh@comcast.net
(304) 277-1466"
The Arc of the Mid Ohio Valley,West Virginia,Parkersburg,Wood,"The Arc of the Mid Ohio Valley
912 Market St
Parkersburg, WV 26101-4737
christina.smith@arcwd.org
(304) 422-3151 Ext 106"
The Arc of the Three Rivers,West Virginia,Charleston,Kanawha,"The Arc of the Three Rivers
1021 Quarrier St, Suite 200
Charleston, WV 25301-2338
kaxford@arcthreerivers.org
(304) 344-3403"
The Arc of West Virginia,West Virginia,Parkersburg,Wood,"The Arc of West Virginia
912 Market Street
Parkersburg, WV 26101-4737
christina.smith@arcwd.org
(304) 422-3151"
Autism Society of Wisconsin,Wisconsin,Menasha,Winnebago,888-428-8476
Autism Speaks of Wisconsin,Wisconsin,Spring Green,Sauk,212-515-1452
Easter Seals of Wisconsin,Wisconsin,Madison,Dane,800-422-2324
Langlade County Arc,Wisconsin,Antigo,Langlade,"Langlade County Arc
N2437 Sunnyside Rd
Antigo, WI 54409-8869
cejkaan@antigopro.net
(715) 623-6572"
Lincoln County Arc,Wisconsin,Merrill,Lincoln,"Lincoln County Arc
PO Box 143
Merrill, WI 54452-0143
sandragtank@aol.com
(715) 536-9267"
Richland County Arc,Wisconsin,Richland Center,Richland,"Richland County Arc
PO Box 87
Richland Ctr, WI 53581-0087
(608) 585-2113"
The Arc – Green County,Wisconsin,Monroe,Greeen,"The Arc – Green County
1615 22 1/2 Ave
Monroe, WI 53566-2616
(608) 325-3927"
The Arc – Monroe County,Wisconsin,Sparta,Monroe,"The Arc – Monroe County
628 E Franklin St
Sparta, WI 54656-1921
berendes@charter.net
(608) 269-5148"
The Arc Dane County,Wisconsin,Madison,Dane,"The Arc Dane County
6602 Grand Teton Plz
Madison, WI 53719-1091
arcdane@chorus.net
(608) 257-9738"
The Arc Eau Claire,Wisconsin,Eau Claire,Eau Claire,"The Arc Eau Claire
800 Wisconsin Street, Mailbox 86
Eau Claire, WI 54703-3612
thearcec@clearwire.net
(715) 514-1825"
The Arc of Columbia County,Wisconsin,Portage,Columbia,"The Arc of Columbia County
711 E Cook St Ste 202
Portage, WI 53901-2300
julieb@thearccolumbiacounty.org
(608) 742-0260"
The Arc of Dodge County,Wisconsin,Beaver Dam,Dodge,"The Arc of Dodge County
PO Box 173
Beaver Dam, WI 53916-0173
admin@arcdodgecounty.org
(920) 927-3252"
The Arc of Dunn County,Wisconsin,Menomonie,Dunn,"The Arc of Dunn County
2602 Hils Ct
Menomonie, WI 54751-1125
rebecca@arcofdunncounty.org
(715) 235-7373"
The Arc of Fond du Lac,Wisconsin,Fond Du Lac,Fond Du Lac,"The Arc of Fond du Lac
500 N Park Ave
Fond Du Lac, WI 54935-1943
info@arcfdl.org
(920) 923-3810"
The Arc of Racine County,Wisconsin,Racine,Racine,"The Arc of Racine County
1220 Mound Ave Ste 319
Racine, WI 53404-3350
info@thearcofracine.org
(262) 634-6303"
The Arc of Washington County,Wisconsin,West Bend,Washington,"The Arc of Washington County
PO Box 832
West Bend, WI 53095-0832
(262) 338-8663"
The Arc of Wisconsin,Wisconsin,Madison,Dane,608-222-8907 ext 2
Waupaca County Arc,Wisconsin,Clintonville,Waupaca,"Waupaca County Arc
45 20th St
Clintonville, WI 54929-1101
prschoen@charter.net
(715)-823-2823"
Wisconsin Autism Resources,Wisconsin,Madison,Dane,By Website
Wisconsin Early Autism Project,Wisconsin,Wisconsin,N/A,608-288-9040
Autism Action of Wyoming,Wyoming,Wyoming,N/A,By Website
Autism Society of Wyoming,Wyoming,Powell,Park,By Website
Autism Speaks of Wyoming,Wyoming,Sheridan,Sheridan,By Website
Child Development Center Region II,Wyoming,Sheridan,Sheridan,"Child Development Center Region II
345 S Linden Ave
Sheridan, WY 82801-4709
(307) 672-6610"
Easter Seals Of Wyoming,Wyoming,Sheridan,Sheridan,By Website
Magic City Enterprises,Wyoming,Cheyenne,Laramie,"Magic City Enterprises
1780 Westland Rd
Cheyenne, WY 82001-3322
(307) 637-8869"
The Arc of Laramie County,Wyoming,Cheyenne,Laramie,"The Arc of Laramie County
PO Box 1812
Cheyenne, WY 82003-1812
thearcoflaramiecounty@bresnan.net
(307) 632-1209"
The Arc of Natrona County,Wyoming,Casper,Natrona,"The Arc of Natrona County
PO Box 393
Casper, WY 82602-0393
arc@tribcsp.com
(307) 577-4913"
The Arc of Wyoming,Wyoming,Casper,Natrona,"The Arc of Wyoming
PO Box 393
Casper, WY 82602-0393
(307) 262-3914"
